LocationID,LineCount,Entries,Exits,Stop Id,Stop Name,Easting,Northing,Location,Site Name,Heading,Status,longitude,latitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry
386,3,6077,0,19453,KENNINGTON LANE,531239,178440,"BLACK PRINCE ROAD, 29 M N OF  &  OPP. 76 M N OF KENNINGTON LANE. O/S P/W 271/273.",KENNINGTON ROAD,181.0,A,-0.1110925,51.48968568,1,0,4,0,0,0,2,20,0,0,37,33,10,20,25,306,8,180,0,0,16,1,96,1,0,28,3,0,0,4,0,1,2,1,0,1,3,6,0,0,7,0,4,2,0,0,0,1,0,0,POINT (531239 178440)
387,4,894,0,4282,VASSALL ROAD,531842,177155,"VASSALL ROAD, 30.5 M E OF. O/S 162.",CAMBERWELL NEW ROAD,302.0,A,-0.102891626,51.47799782,1,0,3,0,0,1,6,8,0,0,30,25,6,11,18,234,1,128,0,2,4,0,83,0,0,29,3,0,0,5,1,3,2,1,2,1,0,3,0,0,3,0,1,1,0,0,0,0,0,0,POINT (531842 177155)
389,6,3999,0,4281,UNION ROAD,530280,176169,"CLITHEROE ROAD, 60 M N OF. 65 M S OF GRANTHAM ROAD. O/S P/W 303/305.",CLAPHAM ROAD,219.0,A,-0.125734331,51.46949849,0,1,1,0,0,0,5,7,0,0,31,36,12,20,33,283,2,105,0,2,2,0,65,0,0,35,2,0,0,2,2,4,4,0,2,1,1,0,0,1,4,0,6,0,0,0,0,0,0,0,POINT (530280 176169)
390,6,2152,0,9817,UNION ROAD,530140,176014,"MAYFLOWER ROAD, 14 M S OF  &  OPP. 101 M S OF UNION ROAD.",CLAPHAM ROAD,31.0,A,-0.127805791,51.46813774,0,1,1,0,0,0,6,12,0,0,42,47,16,23,44,282,2,88,0,3,2,0,60,0,0,36,2,0,0,2,1,5,5,1,1,0,1,0,0,1,3,0,4,0,0,0,0,0,0,0,POINT (530140 176014)
3900,7,6283,0,15650,SLOANE SQUARE,527989,178730,"SLOANE SQUARE, 30 M N OF. OPP 141.",SLOANE STREET,169.0,A,-0.15777243,51.49303614,5,0,6,0,0,0,0,42,0,0,103,58,10,12,29,283,4,144,3,2,19,0,92,0,0,16,1,0,2,5,3,192,0,14,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,POINT (527989 178730)
394,6,6462,0,19457,PECKHAM PARK ROAD,534545,177788,"SANDGATE STREET, 44 M E OF.  O/S SM MOTORS.",OLD KENT ROAD,125.0,A,-0.06375168,51.48305035,0,0,6,0,0,0,3,2,0,0,3,4,1,4,7,91,0,77,0,0,1,0,61,0,0,7,0,0,0,1,0,2,2,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,POINT (534545 177788)
395,3,9794,0,19458,PECKHAM PARK ROAD / OLD KENT ROAD,534424,177738,"GREEN HUNDRED ROAD, 6 M N OF. O/S P/W 17/19. OPP P/W 22/24.",PECKHAM PARK ROAD,203.0,A,-0.065512199,51.48262977,0,0,5,0,0,0,3,2,0,0,4,4,0,4,7,107,0,80,0,1,1,0,63,0,0,8,0,0,0,1,0,2,2,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,POINT (534424 177738)
397,4,1591,0,4271,BATTERSEA HIGH STREET,527098,176094,"PATIENCE ROAD, 14 M S OF & OPP.  25 M N OF COPPOCK CLOSE. O/S NOS.26-42.",FALCON ROAD - A3207,339.0,A,-0.171547519,51.46954745,0,0,2,0,0,0,3,20,0,0,35,43,9,11,27,136,3,85,0,3,3,2,73,0,0,28,2,0,2,2,3,8,1,5,2,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,POINT (527098 176094)
399,5,5442,0,19463,LILLIE ROAD,523794,177455,"NITON STREET, 40 M N OF  &  OPP. 100 M S OF LILLIE ROAD.",FULHAM PALACE ROAD,159.0,A,-0.218614071,51.48251074,0,0,0,0,0,0,0,4,0,0,11,10,0,7,3,242,1,31,0,0,0,0,31,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (523794 177455)
400,8,27703,0,4270,GREYHOUND ROAD,523700,177647,"AVERILL STREET, OPP C/L OF. 20 M S OF LARNACH ROAD. O/S 210.",FULHAM PALACE ROAD,339.0,A,-0.219899887,51.48425682,0,0,4,0,0,0,0,2,0,1,14,13,0,9,11,278,1,69,0,0,2,0,50,0,0,12,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (523700 177647)
40007,2,497,0,11276,ST ASAPH ROAD,535974,175711,"ST. ASAPH ROAD, 60 M S OF. O/S NEWLAND HOUSE. ON L/S 5.",AVIGNON ROAD,354.0,A,-0.043983439,51.46404446,0,0,0,0,0,0,0,1,0,0,3,4,0,2,5,69,0,64,0,0,0,0,64,0,0,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (535974 175711)
40008,6,14993,0,19464,BELL GREEN / SOUTHEND LANE,536541,171902,"SOUTHEND LANE, 26 M N OF. OPP 58.",BELL GREEN,169.0,A,-0.037294697,51.42967941,0,0,1,0,0,0,0,0,0,0,3,0,0,4,8,26,0,51,0,0,5,0,51,0,0,2,8,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (536541 171902)
40011,1,33,0,9821,LUTWYCHE ROAD,536527,172831,"LUTWYCHE ROAD, 16 M E OF  &  OPP. O/S P/W 24/26.",WOOLSTONE ROAD,54.0,A,-0.037138137,51.43803104,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,38,0,55,0,0,0,0,55,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,POINT (536527 172831)
40046,2,378,0,9824,SMITH CLOSE,535663,180143,"SMITH CLOSE, 3 M E OF  &  OPP. O/S P/W 8/10. ON L/S 57.",SALTER ROAD,43.0,A,-0.04675648,51.50394615,0,0,1,0,0,0,0,12,0,0,13,11,3,3,4,97,3,134,0,1,8,0,67,0,0,12,0,0,0,1,1,4,0,0,0,0,2,5,0,1,1,0,2,0,0,0,0,0,0,0,POINT (535663 180143)
40053,1,30,0,4255,EXETER WAY,536613,177154,"EXETER WAY, 37 M W OF  &  OPP. O/S FORDHAM PARK. ON L/S 12.",PAGNELL STREET,39.0,A,-0.034233233,51.47685783,0,0,2,0,0,0,0,4,0,0,20,30,8,12,15,122,0,104,0,1,5,0,67,0,0,18,0,0,0,0,3,2,0,0,0,0,1,1,0,0,3,0,3,0,0,0,1,0,0,0,POINT (536613 177154)
40054,1,59,0,11277,EXETER WAY,536642,177199,"EXETER WAY, 45 M E OF. OPP FORDHAM PARK. ON L/S 9.",PAGNELL STREET,168.0,A,-0.033798522,51.47725521,0,0,2,0,0,0,0,4,0,0,20,30,8,12,15,125,0,104,0,1,5,0,66,0,0,18,1,0,0,0,3,2,0,0,0,0,1,1,0,0,3,0,3,0,0,0,1,0,0,0,POINT (536642 177199)
40057,1,3121,0,15655,DOWNTOWN ROAD,536474,179735,"ROTHERHITHE STREET (S ARM), 50 M N OF. 50 M S OF  &  OPP DOWNTON ROAD.",SALTER ROAD,177.0,A,-0.035236643,51.50008471,1,0,3,0,1,0,0,12,0,0,8,12,3,3,10,91,1,108,0,0,6,3,54,0,0,12,0,0,0,0,0,4,0,0,0,0,1,3,0,0,2,0,4,0,0,0,0,0,0,0,POINT (536474 179735)
40069,3,9877,0,4253,SURREY QUAYS SHOPPING CENTRE,535755,179039,"REDRIFF ROAD, 40 M N OF. O/S S FLANK WALL OF TESCOS (SURREY QUAYS SHOPPING CENTRE).",DEAL PORTERS WAY,94.0,A,-0.045856175,51.49400328,0,0,2,0,0,0,0,5,0,0,11,13,4,7,4,111,5,128,0,0,3,1,67,0,0,9,0,0,0,0,0,4,0,0,0,0,1,2,0,1,4,0,5,0,0,0,0,0,0,0,POINT (535755 179039)
40070,1,4710,0,19471,SURREY QUAYS SHOPPING CENTRE,535674,179026,"REDRIFF ROAD, 85 M W OF, IN LAY-BY,( SURREY QUAYS SHOPPING CENTRE )",DEAL PORTERS WAY,69.0,A,-0.047027236,51.49390588,0,0,2,0,0,0,0,5,0,0,12,14,4,7,7,115,5,135,0,0,3,0,71,0,0,11,1,0,0,1,0,4,0,0,0,0,1,2,0,1,4,0,5,0,0,0,0,0,0,0,POINT (535674 179026)
40071,3,13223,0,4252,SURREY QUAYS SHOPPING CENTRE,535727,179040,"REDRIFF ROAD, 60 M W OF. IN LAY-BY. O/S S WALL OF TESCOS BUILDING, ( SURREY QUAYS SHOPPING CENTRE ).",DEAL PORTERS WAY,70.0,A,-0.046258876,51.49401898,0,0,2,0,0,0,0,5,0,0,12,14,4,7,5,113,5,129,0,0,3,0,67,0,0,9,0,0,0,0,0,4,0,0,0,0,1,2,0,1,4,0,5,0,0,0,0,0,0,0,POINT (535727 179040)
40072,1,38,0,4251,YEOMAN STREET,536107,178910,"YEOMAN STREET, 22 M W OF  &  OPP. OPP 86-124 (FLATS).",PLOUGH WAY,65.0,A,-0.040838541,51.4927595,0,0,1,0,0,0,0,5,0,0,9,10,3,3,3,108,5,110,0,0,1,1,58,0,0,7,0,0,0,0,0,4,0,0,0,0,1,3,0,1,1,0,5,0,0,0,0,0,0,0,POINT (536107 178910)
40073,1,2454,0,4250,YEOMAN STREET,536085,178888,"YEOMAN STREET, 30 M W OF. O/S 64.",PLOUGH WAY,246.0,A,-0.041163716,51.4925671,0,0,2,0,0,0,0,5,0,0,9,10,3,3,3,111,5,111,0,0,1,1,59,0,0,7,0,0,0,0,0,4,0,0,0,0,1,3,0,1,1,0,5,0,0,0,0,0,0,0,POINT (536085 178888)
40078,1,11,0,19472,SHEPPARD DRIVE,534757,178302,"CATLIN STREET, 85 M E OF. 165 M W OF  &  OPP ILDERTON ROAD. OPP MELTHAM WAY HOUSE.",ROTHERHITHE NEW ROAD,69.0,A,-0.06050447,51.4876189,0,0,7,0,0,0,4,2,0,0,3,4,1,6,6,96,0,86,0,1,1,0,57,0,0,5,1,0,0,2,0,2,2,0,0,0,0,7,0,0,4,0,2,0,0,0,0,0,0,0,POINT (534757 178302)
40089,3,189,0,19502,CATFORD BRIDGE STATION #,537405,173601,"CATFORD ROAD, 40 M N OF. OPP 8.",DOGGETT ROAD,353.0,A,-0.024215539,51.44473833,0,0,0,0,0,0,3,6,1,0,13,7,0,5,25,49,0,65,0,0,1,0,63,0,0,20,3,0,0,0,5,1,0,3,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,POINT (537405 173601)
40090,3,2922,0,4130,THOMAS LANE,537505,173751,"HOLBEACH ROAD, 125 M S OF. ON L/S 5.",THOMAS' LANE,190.0,A,-0.022719293,51.44606201,0,0,0,0,0,0,3,6,1,0,15,8,0,5,25,47,0,61,0,0,1,0,61,0,0,21,3,0,0,0,5,1,0,2,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,POINT (537505 173751)
40091,1,11163,0,19503,CANADIAN AVENUE / LEWISHAM TOWN HALL,537543,173516,"CATFORD ROAD, 70 M S OF. 7 M N OF NO 7.",CANADIAN AVENUE,181.0,A,-0.022264076,51.44394103,0,0,0,0,0,0,3,6,1,0,15,8,0,5,26,48,0,65,0,0,1,0,63,0,0,22,3,0,0,0,5,1,0,3,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,POINT (537543 173516)
401,6,2646,0,9854,GREYHOUND ROAD,523682,177773,"ASPENLEA ROAD, 10 M N OF. 17 M S OF  &  OPP ROSEDEW ROAD.",FULHAM PALACE ROAD,167.0,A,-0.220114892,51.48539313,0,0,5,0,0,0,2,3,0,1,24,20,2,13,17,319,7,84,0,1,4,0,59,0,0,12,3,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (523682 177773)
403,3,14077,0,3954,PORTLAND RISE ESTATE,532113,187382,"SEVEN SISTERS ROAD, 214 M S OF.  O/S NO.260.  OPP NO.321.",GREEN LANES,153.0,A,-0.095160098,51.56983922,0,0,0,0,0,0,2,10,0,0,16,24,4,6,28,205,8,98,0,3,2,0,61,0,0,20,3,0,0,4,4,5,2,2,1,0,0,3,0,0,1,0,2,0,0,0,0,0,1,0,POINT (532113 187382)
411,4,26118,0,19555,PUTNEY BRIDGE STATION <>,524496,175836,7M N OF RANELAGH GARDENS 1M S OF PUTNEY BRIDGE STN,STATION APPROACH (NORTH),192.0,A,-0.209079704,51.46780668,0,0,0,0,0,0,1,9,0,0,14,19,1,8,1,212,1,66,0,0,3,2,56,0,0,12,2,0,0,0,0,2,0,1,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,POINT (524496 175836)
418,1,338,0,11354,PENWITH ROAD,526016,173116,"GARRATT LANE, 45 M E OF. O/S P/W 369/371.",EARLSFIELD ROAD - B234,229.0,A,-0.188176807,51.44302584,0,0,0,0,0,0,1,13,0,0,13,14,2,7,17,84,0,40,0,2,1,0,40,0,0,8,0,0,0,4,1,2,1,3,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,POINT (526016 173116)
419,1,4391,0,19556,PENWITH ROAD,525993,173114,"GARRATT LANE, 32 M N OF.  O/S NO.326.",EARLSFIELD ROAD - B234,58.0,A,-0.188508282,51.44301298,0,0,0,0,0,0,1,13,0,0,13,14,2,7,17,85,0,39,0,2,1,0,39,0,0,8,0,0,0,4,1,2,1,3,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,POINT (525993 173114)
421,11,51020,0,11356,BRIXTON ACADEMY,531034,175685,"BELLEFIELDS ROAD, 17 M E OF. OPP BRIXTON ACADEMY. O/S P/W 234/244.",STOCKWELL ROAD,309.0,A,-0.115064459,51.46497502,0,0,4,0,0,0,5,8,0,0,34,29,9,12,39,284,3,147,0,1,1,0,93,0,0,36,2,0,0,4,2,5,6,1,2,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,POINT (531034 175685)
429,3,51614,0,19557,CLAPHAM JUNCTION STATION #,527332,175440,"FALCON ROAD, 60 M W OF. O/S P/W 6/8",ST JOHNS HILL - A3036,57.0,A,-0.168415811,51.46361745,0,0,1,0,1,0,3,27,0,0,68,46,23,13,33,142,3,87,0,4,2,0,73,0,0,29,2,0,2,4,3,19,2,8,3,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,POINT (527332 175440)
43,14,21944,0,3944,CHRISTCHURCH ROAD,530417,173401,"STREATHAM PLACE, 60 M S OF. 130 M N OF, TIERNEY ROAD.",STREATHAM HILL,9.0,A,-0.124782817,51.44459176,0,0,0,0,0,0,0,0,0,0,7,5,2,5,11,158,0,81,0,1,1,0,69,0,0,15,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (530417 173401)
43002,1,53,0,3942,VERDANT LANE / SANDHURST ROAD,539381,173301,"SANDHURST ROAD, 70 M S OF. O/S 120. ON L/S 15.",VERDANT LANE,335.0,A,0.004081312,51.44156011,0,0,0,0,0,0,0,0,0,0,3,7,0,1,3,12,0,63,0,0,0,0,62,0,0,7,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (539381 173301)
43003,1,125,0,19683,PASTURE ROAD,539472,173119,"PASTURE ROAD, 50 M S OF. ON L/S 22. OPP 166.",VERDANT LANE,166.0,A,0.005318154,51.43990227,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,8,0,59,0,0,0,0,59,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (539472 173119)
43004,2,443,0,3941,SANDHURST ROAD / ST ANDREWS CHURCH,538990,173359,"TORRIDON ROAD, 27 M E OF. O/S S WALL LIBRARY.",SANDHURST ROAD,86.0,A,-0.001518121,51.44217729,0,0,0,0,0,0,0,1,0,0,4,6,0,0,5,11,0,49,0,0,0,0,48,0,0,8,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (538990 173359)
43005,2,58,0,3940,MINARD ROAD,539154,173368,"BROADFIELD ROAD, 45 M W OF. 2 M E OF P/W 187/189.",SANDHURST ROAD,86.0,A,0.000843599,51.44221794,0,0,0,0,0,0,0,1,0,0,5,8,0,1,4,10,0,52,0,0,0,0,51,0,0,9,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (539154 173368)
43006,2,1888,0,11359,SANDHURST ROAD / VERDANT LANE,539306,173369,"VERDANT LANE, 40 M W OF. 75 M E OF WELLMEADOW ROAD.",SANDHURST ROAD,266.0,A,0.003029626,51.44218959,0,0,0,0,0,0,0,1,0,0,4,8,0,1,2,12,0,62,0,0,0,0,61,0,0,9,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (539306 173369)
43007,2,141,0,11360,SANDHURST ROAD / VERDANT LANE,539308,173378,"VERDANT LANE, 40 M W OF. 75 M E OF WELLMEADOW ROAD.",SANDHURST ROAD,86.0,A,0.003061924,51.44226998,0,0,0,0,0,0,0,1,0,0,4,8,0,1,2,13,0,61,0,0,0,0,60,0,0,9,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (539308 173378)
43008,2,488,0,3939,MINARD ROAD,539160,173360,"BROADFIELD ROAD, 25 M W OF. OPP 191.",SANDHURST ROAD,266.0,A,0.000926732,51.44214458,0,0,0,0,0,0,0,1,0,0,5,8,0,1,4,11,0,53,0,0,0,0,52,0,0,9,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (539160 173360)
431,3,7441,0,11385,CLAPHAM JUNCTION / THE FALCON,527374,175397,"ST JOHNS HILL, 48 M S OF. 83 M N OF ECKSTEIN ROAD. O/S 16. OPP ARDING AND HOBBS",ST JOHNS ROAD,351.0,A,-0.16782702,51.46322157,0,0,0,0,1,0,3,27,0,0,64,46,23,14,33,136,3,88,0,4,2,0,74,0,0,29,2,0,2,4,3,19,2,8,3,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,POINT (527374 175397)
434,7,28510,0,11387,MITCHAM ROAD / TOOTING STATION #,527963,170716,"GLASFORD STREET, 21 M S OF. 39 M N OF RENMUIR STREET. O/S P/W 270/272.",MITCHAM ROAD - A217,22.0,A,-0.161043581,51.4210211,0,0,0,1,0,0,5,7,2,0,69,13,9,9,15,45,2,68,0,0,3,0,55,0,0,18,2,0,2,3,4,9,2,0,1,0,0,1,0,0,4,0,5,1,0,0,0,0,0,0,POINT (527963 170716)
436,7,7723,0,19588,HERNE HILL STATION#,531947,174319,"RAILTON ROAD, 35 M W OF. O/S P/W 143/145.",DULWICH ROAD,105.0,A,-0.10243811,51.45248742,0,0,1,0,0,0,0,2,0,0,7,4,1,1,5,115,0,105,0,0,0,0,61,0,0,7,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,POINT (531947 174319)
437,6,17494,0,9957,HERNE HILL STATION #,531896,174323,"NORWOOD ROAD,  90M W OF. OPP P/H BROCKWELL PK TAVERN.",DULWICH ROAD,292.0,A,-0.103170168,51.45253523,0,0,1,0,0,0,0,2,0,0,7,4,1,1,5,125,0,100,0,0,0,0,57,0,0,7,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,POINT (531896 174323)
443,3,4710,0,9991,PUTNEY ARTS THEATRE,523702,175134,"RAVENNA ROAD, 90 YDS W OF. 1 M W OF WEST FLANK WALL OF NUMBER 213. 26 YDS E OF ENT TO PUTNEY POLICE STATION.",UPPER RICHMOND ROAD - A205,298.0,A,-0.220750017,51.46167163,0,0,0,0,0,0,1,7,0,0,9,9,0,2,3,114,1,71,0,0,3,1,61,0,0,11,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,POINT (523702 175134)
445,6,75971,0,3651,PECKHAM LIBRARY,534200,176873,"GOLDSMITH ROAD, 21 M S OF & OPP.  105 M N OF PECKHAM HIGH STREET. OPP 147.",PECKHAM HILL STREET,347.0,A,-0.069064451,51.47490969,0,3,0,0,0,0,1,1,0,0,14,11,2,5,12,187,0,77,1,1,2,0,62,0,0,9,3,1,0,0,0,4,2,0,0,0,0,13,0,0,4,0,2,0,0,1,0,0,0,0,POINT (534200 176873)
446,4,5269,0,11422,PECKHAM LIBRARY,534222,176835,"PECKHAM HIGH STREET, 65 M N OF. O/S P/W 159/161.",PECKHAM HILL STREET,168.0,A,-0.068762292,51.474563,0,3,0,0,0,0,1,1,0,0,15,10,2,5,12,187,0,76,1,1,2,0,62,0,0,10,3,1,0,0,0,4,2,0,0,0,0,12,0,0,4,0,2,0,0,1,0,0,0,0,POINT (534222 176835)
447,8,41767,0,3649,MALT STREET,534088,178040,"OSSORY ROAD, 21 M E OF.  102 M W OF MALT STREET.",OLD KENT ROAD,297.0,A,-0.070233507,51.48542335,0,0,5,0,0,0,4,2,0,0,5,3,0,3,7,107,0,90,0,1,1,0,62,0,0,7,1,0,0,2,0,1,1,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,POINT (534088 178040)
448,7,13491,0,3647,MALT STREET,534130,178037,"MALT STREET, 48 M W OF  &  OPP. 62 M E OF AVONDALE SQUARE.",OLD KENT ROAD,118.0,A,-0.069630124,51.48538644,0,0,5,0,0,0,4,2,0,0,6,3,0,4,7,100,0,90,0,1,1,0,62,0,0,7,1,0,0,2,0,1,1,0,0,0,0,7,0,0,4,0,1,0,0,0,0,0,0,0,POINT (534130 178037)
449,8,23628,0,15616,ORCHARD STREET / SELFRIDGES,528188,181137,OXFORD STREET 86.7M N/O 93.7M S/O  WIGMORE STREET,ORCHARD STREET,163.0,A,-0.154033581,51.5146223,4,0,47,2,0,1,5,50,0,0,173,85,21,14,57,332,24,164,0,4,27,0,83,0,0,15,7,0,3,8,1,212,7,17,2,0,0,0,0,0,1,0,8,3,0,0,0,0,0,0,POINT (528188 181137)
450,4,31246,0,17442,PORTMAN STREET / SELFRIDGES,528036,181079,"BRYANSTON STREET, 31 M S OF.  52 M N OF OXFORD STREET.",PORTMAN STREET,343.0,A,-0.156243929,51.5141355,2,0,32,2,0,0,5,52,0,0,161,72,12,13,50,292,18,153,0,4,27,0,75,0,0,17,7,0,3,8,1,174,6,16,2,0,0,0,0,0,1,0,8,3,0,0,0,0,0,0,POINT (528036 181079)
451,7,9561,0,17445,VASSALL ROAD,531181,177061,"CALDWELL STREET, 56 M N OF. 52 M S OF MOWLL STREET. 8 M N OF P/W 100/102.",BRIXTON ROAD,3.0,A,-0.112439208,51.4773066,0,0,3,0,0,0,3,6,0,0,23,21,3,9,13,242,2,131,0,0,11,0,78,0,0,23,1,0,0,1,1,0,1,0,2,1,0,1,0,0,4,0,2,1,0,0,0,0,0,0,POINT (531181 177061)
452,6,12669,0,9997,VASSALL ROAD,531186,176922,"SOUTHEY ROAD, 14 M S OF  &  OPP. 80 M S OF VASSALL ROAD.",BRIXTON ROAD,183.0,A,-0.112418821,51.4760563,0,0,3,0,0,0,1,5,0,0,21,22,3,8,16,211,2,126,0,0,8,0,73,0,0,24,2,0,0,1,1,0,0,0,2,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,POINT (531186 176922)
455,8,11575,0,3632,HOLBORN STATION <>,530523,181469,"PARKER STREET, 43 M N OF. 65 M S OF HIGH HOLBORN.",KINGSWAY,336.0,A,-0.120279609,51.51707172,0,0,69,3,0,3,6,1,0,0,261,164,53,46,98,629,24,219,0,6,15,0,111,1,0,27,5,1,1,7,0,66,3,5,4,0,5,1,0,0,2,0,14,0,0,0,0,0,0,0,POINT (530523 181469)
459,4,2971,0,3622,CEDARS ROAD,528511,175771,"QUEENSTOWN ROAD, 40 M W OF. O/S P/W 14/16.",LAVENDER HILL - A3036,84.0,A,-0.151333057,51.46632587,0,0,0,0,1,0,1,13,0,0,47,25,10,12,18,97,0,61,0,1,1,0,57,0,0,20,0,0,0,0,1,3,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (528511 175771)
460,4,5284,0,15627,CEDARS ROAD,528628,175773,"VICTORIA RISE, 25 M W OF. 70 M E OF CEDARS ROAD. O/S CLAPHAM BAPTIST CHURCH.",WANDSWORTH ROAD,253.0,A,-0.14964893,51.46631729,0,0,0,0,1,0,1,13,0,0,54,32,12,16,22,127,3,67,0,1,1,0,61,0,0,21,0,0,0,0,1,3,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (528628 175773)
46008,1,2077,0,19734,EARLSTHORPE ROAD,535739,171493,"EARLSTHORPE ROAD, 25 M S OF. 38 M N OF SYDENHAM ROAD. 15 M S OF 42.",MAYOW ROAD,23.0,A,-0.048980549,51.42619649,0,0,0,0,0,0,0,6,0,0,10,7,1,5,7,37,0,55,0,0,5,0,55,0,0,10,7,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,POINT (535739 171493)
46009,1,68,0,3512,EARLSTHORPE ROAD,535752,171488,"SYDENHAM ROAD, 30 M N OF. 10 M S OF  &  OPP 42. O/S S.G.SMITH GARAGE.",MAYOW ROAD,203.0,A,-0.048795593,51.42614845,0,0,0,0,0,0,0,6,0,0,10,7,1,5,7,37,0,56,0,0,5,0,56,0,0,10,7,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,POINT (535752 171488)
46010,1,315,0,19735,BURGHILL ROAD,535873,171752,"BURGHILL ROAD, 20 M S OF  &  OPP. 22 M N OF BISHOPSTHORPE ROAD.",MAYOW ROAD,12.0,A,-0.046955113,51.42849187,0,0,1,0,0,0,0,6,0,0,10,7,1,6,9,36,0,60,0,0,5,0,60,0,0,10,8,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,POINT (535873 171752)
46011,1,96,0,10036,BURGHILL ROAD,535895,171816,"BURGHILL ROAD, 21 M N OF. O/S 97.",MAYOW ROAD,186.0,A,-0.046614328,51.42906173,0,0,0,0,0,0,0,6,0,0,10,7,1,6,9,35,0,59,0,0,5,0,59,0,0,10,8,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,POINT (535895 171816)
46012,1,2163,0,3510,DACRES ROAD,535910,172133,"DACRES ROAD, 40 M N OF. OPP 53. O/S FOREST HILL SCHOOL.",MAYOW ROAD,1.0,A,-0.046277174,51.4319068,0,0,0,0,0,0,0,6,0,0,10,8,2,7,9,47,0,65,0,0,5,0,65,0,0,10,10,0,0,2,2,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,POINT (535910 172133)
