LocationID,LineCount,Entries,Exits,Stop Id,Stop Name,Easting,Northing,Location,Site Name,Heading,Status,longitude,latitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry,population_density
4385,4,242,0,3795,SMITHAM DOWNS ROAD,530485,160375,"SMITHAM DOWNS ROAD, 110 M N OF  &  OPP. 150 M N OF STOATS NEST ROAD. O/S 203. OPP 212.",BRIGHTON ROAD,225.0,A,-0.128586736,51.32751369,0,0,0,0,0,0,0,1,0,0,6,2,0,0,6,14,0,48,0,0,0,0,48,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530485 160375),32.44889115178047
4388,1,5,0,3794,WINDERMERE ROAD,530377,160236,"BRIGHTON ROAD, 28 M E OF. 35 M W OF WINDERMERE ROAD.",STOATS NEST ROAD,304.0,A,-0.130186742,51.32628925,0,0,0,0,0,0,0,1,0,0,8,2,1,0,6,18,0,53,0,0,0,0,53,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530377 160236),31.76656425346444
4390,1,145,0,19716,WINDERMERE ROAD,530407,160226,"WINDERMERE ROAD, 28 M W OF  &  OPP. 30 M E OF BRIGHTON ROAD.  O/S 1A.",STOATS NEST ROAD,124.0,A,-0.129760078,51.32619251,0,0,0,0,0,0,0,1,0,0,8,2,1,0,6,17,0,51,0,0,0,0,51,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530407 160226),31.765808953150454
4391,5,957,0,3793,PURLEY TESCO,531144,161438,"PURLEY KNOLL, 45 M S OF. 100 M N OF PURLEY RISE (N ARM). O/S P/W 26/28. OPP TESCO SUPERSTORE.",BRIGHTON ROAD,32.0,A,-0.118742846,51.3369153,0,0,0,0,1,0,2,7,1,0,10,7,2,2,20,26,0,56,0,0,1,0,53,0,0,5,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (531144 161438),37.803199548160464
4395,1,58,0,3791,WOODPLACE LANE,529325,158204,"HOLLYMEOAK ROAD, 80 M N OF. 560 M S OF  &  OPP ENT TO COULSDON SOUTH BR STN. IN LAY-BY.",BRIGHTON ROAD,17.0,A,-0.146013144,51.30826756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (529325 158204),12.68204921810516
4396,5,24488,0,9958,PURLEY / DOWNLANDS PRECINCT,531321,161693,"RUSSELL HILL ROAD, 105 M N OF. O/S P/W 938/940.",BRIGHTON ROAD,44.0,A,-0.116109438,51.33916613,0,0,0,0,1,0,2,7,1,0,10,7,2,2,19,23,0,52,0,0,1,0,49,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (531321 161693),37.38727855448248
4397,1,9,0,3790,COULSDON COURT ROAD,530825,158960,"COULSDON COURT ROAD, 10 M S OF. O/S (FLANK WALL) 30 COULSDON COURT ROAD.",COULSDON ROAD,161.0,A,-0.124228513,51.31471917,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,0,51,0,0,0,0,46,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (530825 158960),22.20039177632219
4399,1,5,0,11388,WOODFIELD HILL,529160,157734,"WOODFIELD HILL, 48 M N OF. 210 M S OF  &  OPP WOODPLACE LANE. IN BUS LAY BY. ON L/S 97040.",BRIGHTON ROAD,24.0,A,-0.148549004,51.30408107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (529160 157734),9.682535270665397
44002,1,7,0,11389,DARWIN ROAD,545777,175790,"NORTHUMBERLAND AVENUE, 35 YDS S OF  &  OPP. O/S P/W 21/23.",WESTWOOD LANE,200.0,A,0.097069548,51.46231655,0,0,0,0,0,0,0,0,0,0,3,2,0,4,2,22,0,59,0,1,0,0,53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (545777 175790),59.752191377475654
44003,1,10,0,3788,DARWIN ROAD,545740,175706,"DARWIN ROAD, 30 M N OF  &  OPP. O/S P/W 50/52.",WESTWOOD LANE,14.0,A,0.096502722,51.46157129,0,0,0,0,0,0,0,0,0,0,3,2,0,4,2,22,0,61,0,1,0,0,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (545740 175706),60.561064269863614
44005,1,165,0,19717,YORKLAND AVENUE,545856,175303,"YORKLAND AVENUE, 38 M N OF. 50 M S OF WESTWOOD LANE.",HOOK LANE,45.0,A,0.098005231,51.45792028,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,21,0,57,0,1,0,0,53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (545856 175303),60.66141902618354
44006,1,55,0,19718,ELTHAM HIGH STREET / FOOTS CRAY ROAD,543320,174445,"FOOTS CRAY ROAD, 50 M E OF  &  OPP. 6 M W OF ENT TO THAMES WATER BOARD.",ELTHAM HIGH STREET,94.0,A,0.061181294,51.4508577,0,0,0,0,0,0,0,4,1,0,7,9,1,6,18,45,0,49,0,0,1,0,48,0,0,11,1,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,POINT (543320 174445),29.843573767705255
44007,7,11530,0,11390,BLACKHEATH / ROYAL STANDARD,540405,177352,"OLD DOVER ROAD, 60 M E OF. O/S N WALL OF 10. OPP BATLEY GREEN.",CHARLTON ROAD,232.0,A,0.020412269,51.47770946,0,0,0,0,0,0,2,7,0,0,5,6,0,1,6,16,0,84,0,0,0,0,62,0,0,14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (540405 177352),66.30673995808566
44009,1,17,0,19719,MIDDLE PARK AVENUE / COURT ROAD,542461,173339,"COURT ROAD, 205 M W OF. O/S 468.",MIDDLE PARK AVENUE,279.0,A,0.048382794,51.44113599,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,0,24,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (542461 173339),30.78170857452228
4401,8,8146,0,3785,PURLEY HIGH STREET / PURLEY STATION #,531321,161538,"PURLEY HIGH STREET, 23 M W OF. 20 M S OF PH JOLLY FARMERS, OPP TESCOS. O/S SIDE WALL OF N.W.B. BANK PLC.",PURLEY ROAD,132.0,A,-0.116166546,51.33777317,0,0,0,0,1,0,2,7,1,0,10,7,2,2,20,26,0,56,0,0,1,0,53,0,0,5,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (531321 161538),39.18968999879277
44010,1,15,0,15574,MIDDLE PARK AVENUE / COURT ROAD,542426,173354,"COURT ROAD, 280 YDS W OF. 8 YDS E OF  &  OPP 458. ON L/S 66A0987.",MIDDLE PARK AVENUE,99.0,A,0.047885579,51.44127957,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,0,24,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (542426 173354),30.769749483570944
44011,1,16,0,3784,ELTHAM GARDENS,542248,173387,"JOAN CRESCENT, 265 M E OF. 400 M W OF COURT ROAD. O/S P/W 312/314. OPP COUNCIL ALLOTMENTS.",MIDDLE PARK AVENUE,288.0,A,0.045339456,51.44162079,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,26,0,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (542248 173387),30.60484068849033
44012,1,27,0,15575,ELTHAM GARDENS,542238,173401,"COURT ROAD, 415 YDS W OF. OPP P/W 308/310. O/S COUNCIL ALLOTMENTS. ON L/S 79A-0987.",MIDDLE PARK AVENUE,108.0,A,0.04520129,51.4417491,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,26,0,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (542238 173401),30.581979962600016
44013,1,94,0,3783,THE VISTA,542006,173517,"JOAN CRESCENT, 20 M N OF. OPP COMMUNITY HALL.",MIDDLE PARK AVENUE,335.0,A,0.041911934,51.44284962,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,31,0,0,0,0,31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (542006 173517),29.523362267307427
44014,1,62,0,3782,THE VISTA,542012,173526,"JOAN CRESCENT, 30 YDS N OF  &  OPP. O/S MIDDLE PARK AVENUE COMMUNITY HALL. ON L/S 64A0987.",MIDDLE PARK AVENUE,157.0,A,0.042001816,51.44292899,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,32,0,0,0,0,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (542012 173526),29.476169474512865
44015,1,1143,0,3781,NEWMARKET GREEN,541887,173769,"NEWMARKET GREEN (S ARM), 4 M N OF. 25 M S OF KINGSGROUND. 20 M N OF 18.",MIDDLE PARK AVENUE,144.0,A,0.040301762,51.44514385,0,0,0,0,0,0,0,0,1,0,2,3,0,1,6,18,0,50,0,0,0,0,50,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (541887 173769),31.3201335937389
44016,1,118,0,19589,OAKLANDS AVENUE,545933,173664,"OAKLANDS AVENUE, 1 M E OF  &  OPP. O/S 94.",WILLERSLEY AVENUE,237.0,A,0.098437294,51.44317321,0,0,0,0,0,0,0,2,0,0,2,1,0,2,3,10,0,46,0,0,0,0,46,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,POINT (545933 173664),52.85372172924182
44017,1,7,0,3780,OAKLANDS AVENUE,545905,173657,"OAKLANDS AVENUE, 30 M W OF. O/S 127.",WILLERSLEY AVENUE,54.0,A,0.09803181,51.44311752,0,0,0,0,0,0,0,2,0,0,2,1,0,2,3,10,0,46,0,0,0,0,46,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,POINT (545905 173657),53.19367851707373
4402,1,26,0,15576,THE KENLEY HOTEL / KENLEY STATION #,532431,160252,"HAYES LANE, 45 M E OF  &  OPP. OPP PH.KENLEY HOTEL.",GODSTONE ROAD,118.0,A,-0.100718596,51.32595893,0,0,1,0,0,0,0,1,0,0,1,2,0,1,6,7,0,34,0,0,0,0,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (532431 160252),27.429961116812347
44020,2,66,0,3779,KIDBROOKE WAY,541220,176015,"BROAD WALK, 120 YDS W OF. O/S P/W 209/211. ON METAL L/S.",ROCHESTER WAY,113.0,A,0.03160636,51.46549269,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,14,0,46,0,0,0,0,45,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (541220 176015),43.13983272264937
44021,2,1962,0,3778,KIDBROOKE WAY,541164,176025,"BROAD WALK, 190 YDS W OF  &  OPP. OPP 197.",ROCHESTER WAY,293.0,A,0.03080472,51.46559651,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,14,0,44,0,0,0,0,43,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (541164 176025),42.746084680585135
44023,1,62,0,11392,BOWATER PLACE,540778,177173,"BOWATER PLACE, 15 M W  &  OPP, O/S P/W 60/62.",OLD DOVER ROAD,283.0,A,0.025708521,51.47600837,0,0,0,0,0,0,1,7,0,0,1,7,0,1,7,17,0,84,0,0,0,0,65,0,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (540778 177173),67.83268861252819
44025,1,2774,0,3777,STRATHEDEN ROAD,540384,177279,"CHARLTON ROAD, 20 M E OF. 28 M W OF  &  OPP ENT. TO MARKS & SPENCERS",OLD DOVER ROAD,103.0,A,0.020081091,51.4770587,0,0,0,0,0,0,1,6,0,0,3,6,0,1,6,15,0,83,0,0,0,0,61,0,0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (540384 177279),63.71998012258506
44026,1,23,0,3776,THE PLAZA,539496,178212,"WOOLWICH ROAD, 55 M S OF. O/S 135",VANBRUGH HILL,344.0,A,0.007670902,51.48566208,0,0,0,0,0,0,1,5,1,0,24,16,2,4,15,50,0,82,0,0,1,0,45,0,0,13,2,0,1,1,1,1,1,0,1,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,POINT (539496 178212),59.905700043712635
44027,2,33,0,3775,GUNNER LANE,543321,178162,"GUNNER LANE, 22 M N OF. 50 M N OF  &  OPP GRAND DEPOT ROAD.",WOOLWICH NEW ROAD,203.0,A,0.062701532,51.48425725,0,0,0,0,0,0,0,2,0,0,7,4,0,8,11,34,2,103,0,1,2,0,76,0,0,12,1,0,2,2,0,9,0,1,1,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,POINT (543321 178162),88.70651190560034
44029,1,213,0,15577,CAMPFIELD ROAD,541710,174015,"CAMPFIELD ROAD, 35YDS N OF  &  OPP. O/S P/W 139/141. ON L/S 28.",MIDDLE PARK AVENUE,135.0,A,0.037854961,51.44739865,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,17,0,47,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,POINT (541710 174015),36.49722739355391
4403,1,1752,0,3774,THE KENLEY HOTEL / KENLEY STATION #,532476,160213,"HAYES LANE, 106 M E OF. O/S 80 NORFOLK TERRACE.",GODSTONE ROAD,298.0,A,-0.100087616,51.32559798,0,0,1,0,0,0,0,1,0,0,1,2,0,1,6,7,0,32,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (532476 160213),26.6883193987029
44030,1,35,0,11393,CAMPFIELD ROAD,541731,173972,"GLASBROOK ROAD, 15.5M N OF OPP C/L OF. O/S P/W 122/124. ON L/S 32-A-0987.",MIDDLE PARK AVENUE,331.0,A,0.038139745,51.44700701,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,16,0,48,0,0,0,0,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,POINT (541731 173972),35.52238879730754
4404,6,7749,0,3773,COULSDON TOWN STATION #,529887,159702,"VICTORIA ROAD, 9 M S OF  &  OPP. 50 M S OF MALCOLM ROAD. O/S NO.128.  OPP NO.149.",BRIGHTON ROAD,40.0,A,-0.137409768,51.32160221,0,0,0,0,0,0,0,1,0,0,6,3,1,1,5,24,0,68,0,0,0,0,68,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (529887 159702),29.504189475159222
4405,1,223,0,11394,OLD BARN LANE,533654,159145,"OLD BARN LANE, 49 M S OF. OPP 4 THE GASOMETER SITE. O/S ANN SUMMERS WAREHOUSE. ON L/S.",GODSTONE ROAD,347.0,A,-0.083591125,51.31572483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (533654 159145),15.084620014627566
4406,1,16,0,19590,OLD BARN LANE,533657,159184,"OLD BARN LANE, 15 M S OF. O/S 4 THE GASOMETER SITE.",GODSTONE ROAD,171.0,A,-0.083533498,51.31607461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (533657 159184),15.092531971843828
4407,1,381,0,9959,ST JAMES ROAD,531840,160749,"ST. JAMES ROAD, 40 M W OF  &  OPP. O/S 168. OPP P/W 55/57.",GODSTONE ROAD,330.0,A,-0.109012005,51.33056256,0,0,1,0,1,0,0,2,0,0,4,3,2,1,12,13,0,45,0,0,1,0,45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (531840 160749),35.68892388166378
4409,1,845,0,11395,SANDERSTEAD METHODIST CHURCH,534304,160614,"OPP NORTHERN FOOTWAY OF SANDERSTEAD COURT AVENUE,4.5 M S OF CHURCH CAR PARK EXIT, O/S SANDERSTEAD METHODIST CHURCH",LIMPSFIELD ROAD,333.0,A,-0.073716925,51.32877331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,20,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (534304 160614),17.325129194378178
441,3,116,0,11396,WAKEMAN ROAD,523835,182863,"CHAMBERLAYNE ROAD, 33 M E OF. 70 M W OF KILBURN LANE.",BANISTER ROAD,249.0,A,-0.216126756,51.53110399,0,0,1,0,0,0,3,2,0,0,10,16,1,0,4,156,1,66,0,0,0,0,54,0,0,12,3,0,0,2,0,0,0,2,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,POINT (523835 182863),120.32260168205718
4410,1,918,0,9960,HILTON WAY,534729,160043,"HILTON WAY, 34 M N OF. 52 M S OF & OPP CHERRY TREE GARDENS. O/S P/W 234/236.",LIMPSFIELD ROAD,337.0,A,-0.067836296,51.32354152,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,2,0,10,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (534729 160043),19.99374325051887
4411,1,6,0,3771,HILTON WAY,534759,160007,"HILTON WAY, 20 M S OF  &  OPP. OPP 242.",LIMPSFIELD ROAD,154.0,A,-0.067419617,51.3232109,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,2,0,10,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (534759 160007),20.253161519608746
4412,1,1771,0,19591,SANDERSTEAD STATION #,532946,162774,"STATION SLIP ROAD, 6 M S OF  &  OPP. O/S PW 32/34.",MAYFIELD ROAD,189.0,A,-0.092390988,51.34850343,0,0,1,0,0,0,1,4,0,0,5,6,0,0,9,16,0,30,0,0,1,0,30,0,0,14,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,POINT (532946 162774),41.46259866817141
4413,1,272,0,15578,SANDERSTEAD / ALL SAINTS CHURCH,534023,161333,"RECTORY PARK, 50 M S OF. O/S RECTORY COURT.",LIMPSFIELD ROAD,355.0,A,-0.077477423,51.33530095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,27,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (534023 161333),21.31494556655266
4415,2,2156,0,11397,RUSKIN PARADE / SOUTH CROYDON STATION #,532572,164385,"HEATHFIELD ROAD, 36 M S OF. OPP 18C. O/S RUSKIN PARADE.",SELSDON ROAD,144.0,A,-0.097158323,51.36306833,2,0,0,0,0,0,1,6,0,0,5,5,2,4,8,30,0,57,0,0,0,0,55,0,0,6,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,POINT (532572 164385),68.68278776967128
4417,8,10074,0,3770,SUMNER ROAD,531728,166667,"DENNETT ROAD, 30 M S OF.   55 M N OF  SUMNER ROAD.  O/S P/W 257/259.",LONDON ROAD,321.0,A,-0.108429111,51.38377229,0,0,0,0,0,0,3,2,1,0,0,2,0,5,4,57,0,74,0,0,3,0,62,0,3,8,2,0,1,0,0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,18,0,POINT (531728 166667),98.56547716092606
4418,9,13814,0,17402,SUMNER ROAD,531833,166550,"ST JAMES'S ROAD, 49 M S OF. 1 M N OF P/W 252/254.",LONDON ROAD,144.0,A,-0.106964511,51.38269649,0,0,0,0,0,0,3,2,1,0,0,3,0,6,3,57,0,81,0,0,3,0,66,0,5,8,2,0,1,1,0,6,2,0,2,0,2,1,0,0,0,0,2,0,0,0,3,0,18,0,POINT (531833 166550),95.54089164650307
4419,3,13375,0,9961,LONDON ROAD / GALPINS ROAD,531036,168500,"HEADCORN ROAD, 17 M N OF  &  OPP. 61 M S OF WARWICK ROAD.",LONDON ROAD,155.0,A,-0.117691549,51.40040509,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,34,0,54,0,0,0,0,49,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (531036 168500),94.46647948212266
442,5,5678,0,15579,BANISTER ROAD,523833,182775,"BANNISTER ROAD, 90 M S OF. OPP P/W 4/WESTMINSTER COURT. O/S REAR WALL OF MOBLEY SPORTS CENTRE.",CHAMBERLAYNE ROAD,154.0,A,-0.216186487,51.53031357,0,0,1,0,0,0,3,2,0,0,10,16,1,0,7,165,1,69,0,0,0,0,56,0,0,16,1,0,0,2,0,1,0,3,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,POINT (523833 182775),123.65612813451713
4420,4,3420,0,3769,WEST CROYDON STATION #,532099,166122,"OAKFIELD ROAD, 57 M S OF. 75 M N OF  &  OPP DERBY ROAD. O/S P/W 22/24.",LONDON ROAD,149.0,A,-0.103303386,51.37878839,1,0,0,0,1,0,6,4,1,0,10,26,8,8,49,85,0,108,0,1,2,0,79,0,11,13,2,0,1,2,0,8,0,1,3,0,3,1,0,0,2,0,9,0,0,0,1,0,17,0,POINT (532099 166122),83.57337716877537
4423,4,388,0,3652,SANDERSTEAD ROAD,532503,163141,"CHURCHILL ROAD (N ARM), 43 M S OF  &  OPP. 36 M N OF PURL EY ROAD. O/S NO.327.",BRIGHTON ROAD,200.0,A,-0.09861181,51.35190493,0,0,1,0,0,0,1,5,0,0,5,7,0,1,9,16,0,40,0,0,1,0,40,0,0,14,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,POINT (532503 163141),49.31077566392649
4425,4,19090,0,17439,NORBURY STATION #,530635,169660,"ROCHE ROAD, 90 M S OF. 6 M N OF  &  OPP NORBURY CRESCENT.",LONDON ROAD,338.0,A,-0.123025958,51.41092216,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,36,0,35,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (530635 169660),77.34350827321727
4457,5,2294,0,15613,HENLYS ROUNDABOUT,511424,176437,"TRAVELLERS WAY, 35 M E OF  &  OPP. 80 M W OF GREAT SOUTH WEST ROAD.",BATH ROAD,111.0,A,-0.396998106,51.47593068,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,29,1,61,0,0,0,0,51,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (511424 176437),66.21041424474447
44624,1,210,0,3650,STRATHEDEN ROAD,540386,177265,"STRATHEDEN ROAD, 36 M E OF.  O/S 16.",OLD DOVER ROAD,283.0,A,0.020104313,51.4769324,0,0,0,0,0,0,1,6,0,0,3,6,0,1,6,15,0,82,0,0,0,0,61,0,0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (540386 177265),63.34496828892126
4471,1,37,0,15614,EAST MOLESEY / POLICE STATION,514876,167922,"BRIDGE ROAD, 100 M W OF. O/S P/W 9/11.",WALTON ROAD,84.0,A,-0.350074439,51.39870967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (514876 167922),4.357224750342722
4473,1,220,0,15615,DENNIS ROAD,514109,168196,"LANGTON ROAD, 20 M E OF  &  OPP. O/S 185.",WALTON ROAD,112.0,A,-0.361006988,51.401327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (514109 168196),19.5
4479,4,483,0,17440,MANOR GATE ROAD,519165,169646,"BURNHAM STREET, 31.8 M W OF. STATION ROAD K/L, 48.4 M E OF.",LONDON ROAD,219.0,A,-0.287871558,51.41332045,0,0,0,0,0,0,0,1,0,0,8,9,0,8,6,54,0,77,1,3,0,0,73,1,0,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (519165 169646),79.60445068584666
4480,6,146,0,9993,SURBITON ROAD / PENRHYN ROAD,518055,168301,"SURBITON CRESCENT K/L, 67.9 M N OF. O/S P/W 54/56. (N/ARM) SOUTHSEA ROAD, 58.7 M S OF & OPP.",SURBITON ROAD,323.0,A,-0.304272341,51.40146401,0,0,0,1,0,1,0,3,0,0,18,11,2,10,13,82,0,68,0,1,8,1,68,0,0,5,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (518055 168301),58.39632708733815
4483,2,1534,0,17441,TIFFIN GIRLS SCHOOL,517915,171033,"LANCASTER GARDENS, 78.2 M S OF  &  OPP.  FERNHILL GARDENS 27.7 M N  &  OPP.   O/S 269.",RICHMOND ROAD,329.0,A,-0.305376303,51.4260474,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,37,0,0,0,2,37,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,POINT (517915 171033),46.45574275122076
